patent_id
EP1185518B1
EP1136056B1
EP1259110B1
EP1381576B1
EP1350431B1
EP1381596B1
EP1450771B1
EP1455576B1
EP1473996B1
EP1470209B1
EP1487947B1
EP1549731B1
EP1562424B1
EP1539116B1
EP1551464B1
EP1502584A1
EP1502506B1
EP1624754B1
EP1631642B1
EP1752193A1
EP1679360A1
EP1737299B1
EP1799776B1
EP1830649B1
EP1688149B1
EP1676479A1
EP1882414A1
EP1886560A1
EP1676478B1
EP1855579B1
EP1887868B1
EP1928818B1
EP1965752B1
EP2071950A1
EP2020178A1
EP1902617B1
EP1964541A1
EP1996691B1
EP1998825B1
EP2038392B1
EP2049163B1
EP2127520A1
EP2145538A1
EP2291331B1
EP2167025B1
EP2162524B1
EP2187747B1
EP2185545B1
EP2366013B1
EP2343280A1
EP2257179B1
EP2296463B1
EP2310360B1
EP2216372A1
EP2366289A1
EP2248881A1
EP2319319A1
EP2324710A1
EP2322039A1
EP2289489B1
EP2398770B1
EP2413697B1
EP2430000B1
EP2416646B1
EP2431430B1
EP2630125B1
EP2640707B1
EP2524899B1
EP2561894A1
EP2606725A1
EP2727991A1
EP2680832B1
EP2739147B1
EP2739148B1
EP2793622B1
EP2591677B1
EP2614715A1
EP2614717A1
EP2831048B1
EP2827709B1
EP2871954B1
EP2866559B1
EP2908635B1
EP2879492B1
EP2929781A1
EP2815650B1
EP2835052A1
EP2982247A1
EP2978311B1
EP2968231B1
EP2968122B1
EP3038468B1
EP3077462B2
EP3027027B1
EP3104835B1
EP3128844B1
EP3155046B1
EP3220885B1
EP3174518B1
EP3202267A1
EP3289872A1
EP3439477B1
EP3331496B1
EP3288380B1
EP3383180B1
EP3402455B1
EP3281527B1
EP3403505A1
EP3522714B1
EP3522706B1
EP3484457B1
EP3598897A1
EP3574760A1
EP3644743B1
EP3728191B1
EP3717479B1
EP3808355A1
EP3498268A1
EP3744174A1
EP3590334A1
EP3954214A1
EP3656217A1
EP3685827A1
EP4011369A1
EP4018830A1
EP4039783B1
EP4023237A1
EP3942933A1
EP3954453A1
EP3981442A1
EP4132924B1
EP4140301A1
EP4349806A1
EP4413972A1
EP4445733A1
EP0053936B1
EP0291561A1
EP0364789B1
EP0449872B1
EP0542841B1
EP0510458B1
EP0639985B1
EP0712396B1
EP0787430A1
EP0805805B1
EP0857021B1
EP0840721B1
EP0842146B1
EP0954296B1
EP0988365B1
EP1128725B1
